Date,SPY
2018-06-20,0.0017062632765607
2018-06-21,-0.0062693325807152
2018-06-22,0.001823546033568
2018-06-25,-0.0136130963226063
2018-06-26,0.0022142015271626
2018-06-27,-0.0082843258190936
2018-06-28,0.0057175711685686
2018-06-29,0.0014395898634749
2018-07-02,0.0021382213336622
2018-07-03,-0.0035314384968528
2018-07-05,0.0081580102079827
2018-07-06,0.008458503282928
2018-07-09,0.0090042644617904
2018-07-10,0.0035982535192939
2018-07-11,-0.0073145604289777
2018-07-12,0.0090660289561328
2018-07-13,0.000787412427518
2018-07-16,-0.0008942644906659
2018-07-17,0.004045299576904
2018-07-18,0.0021039528486073
2018-07-19,-0.0037716778357903
2018-07-20,-0.0011431297258852
2018-07-23,0.0018594965763665
2018-07-24,0.0050318863227181
2018-07-25,0.0085226894685535
2018-07-26,-0.0023592941025938
2018-07-27,-0.0067758662289689
2018-07-30,-0.0052236164367663
2018-07-31,0.0049295983938801
2018-08-01,-0.0016707208057686
2018-08-02,0.0054475134936202
2018-08-03,0.0042850919900176
2018-08-06,0.0036669191006013
2018-08-07,0.0033020417315703
2018-08-08,-0.0004200871354259
2018-08-09,-0.0013659924603044
2018-08-10,-0.0067001910386293
2018-08-13,-0.0037437067626394
2018-08-14,0.0063809292138288
2018-08-15,-0.0074673524712434
2018-08-16,0.0080913656005781
2018-08-17,0.0035202241479472
2018-08-20,0.0021403884744173
2018-08-21,0.002345102270276
2018-08-22,-0.0005937888283774
2018-08-23,-0.0013280035387797
2018-08-24,0.0060185482030608
2018-08-27,0.0078950708735208
2018-08-28,0.0004833443155551
2018-08-29,0.0053812187768591
2018-08-30,-0.004048370018873
2018-08-31,3.410744603438154e-05
2018-09-04,-0.0017223672791902
2018-09-05,-0.0026916900919231
2018-09-06,-0.003009590389294
2018-09-07,-0.0019435298976999
2018-09-10,0.0017385370981652
2018-09-11,0.0032975294484069
2018-09-12,0.0002420445545148
2018-09-13,0.0059145655108971
2018-09-14,0.0001718814887774
2018-09-17,-0.0052945529432246
2018-09-18,0.0054261092743264
2018-09-19,0.0010662234429468
2018-09-20,0.0081038520833611
2018-09-21,-0.0009136571722204
2018-09-24,-0.0033223911464166
2018-09-25,-0.0009276550214678
2018-09-26,-0.0029921345670703
2018-09-27,0.0027941449758166
2018-09-28,0.0001031374506683
2018-10-01,0.0034741728546678
2018-10-02,-0.0005825966895227
2018-10-03,0.0005487771308663
2018-10-04,-0.0078158143210581
2018-10-05,-0.0055969039601172
2018-10-08,0.0
2018-10-09,-0.0014592735215105
2018-10-10,-0.0316632235341638
2018-10-11,-0.0220264923946723
2018-10-12,0.0138882688800041
2018-10-15,-0.0056170034379945
2018-10-16,0.0218659663031766
2018-10-17,0.0001785090375923
2018-10-18,-0.0144412138888804
2018-10-19,-0.0005427818190442
2018-10-22,-0.0044883883386025
2018-10-23,-0.0050911736935305
2018-10-24,-0.0302983281875871
2018-10-25,0.0179402788752192
2018-10-26,-0.0175872217166037
2018-10-29,-0.0055402491016008
2018-10-30,0.0148184303221892
2018-10-31,0.0106808907271467
2018-11-01,0.0106418065715168
2018-11-02,-0.005923008398749
2018-11-05,0.0055170348529174
2018-11-06,0.0063280217059462
2018-11-07,0.021408854040323
2018-11-08,-0.0018151952449289
2018-11-09,-0.0097680111833121
2018-11-12,-0.0186852033517886
2018-11-13,-0.0018709625371158
2018-11-14,-0.0068368669883266
2018-11-15,0.0104366342321677
2018-11-16,0.0026005267492601
2018-11-19,-0.0169143439433107
2018-11-20,-0.018506187668871
2018-11-21,0.003407330081198
2018-11-23,-0.0066785855095402
2018-11-26,0.0161444079385937
2018-11-27,0.0033644046474483
2018-11-28,0.0230254351419088
2018-11-29,-0.0021849572310156
2018-11-30,0.00609485087471
2018-12-03,0.0132416852938879
