Date,SPY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2018-06-19,244.5500946044922,25.089113235473633,46.472145080566406,26.737789154052734,23.70464515686035,64.43346405029297,33.22135925292969,41.70448303222656,24.397998809814453,19.823652267456055,74.64996337890625,52.02067184448242
2018-06-20,244.9673614501953,25.007614135742188,47.04884719848633,26.855844497680664,23.64398193359375,64.47745513916016,33.2911262512207,41.74533462524414,24.661348342895508,19.839448928833008,74.80829620361328,52.26732635498047
2018-06-21,243.43157958984375,24.74165725708008,46.76049041748047,26.35858726501465,23.57464027404785,63.66796875,33.035335540771484,41.82699966430664,24.808513641357425,19.906599044799805,74.37724304199219,51.8950309753418
2018-06-22,243.87548828125,25.101978302001953,46.96513748168945,26.88447380065918,23.461963653564453,63.8879280090332,32.928348541259766,42.17005157470703,25.02538299560547,20.04483413696289,74.7115249633789,51.80660629272461
2018-06-25,240.5555877685547,24.71163749694824,45.99774932861328,26.344274520874023,23.210622787475582,63.0784797668457,32.24467849731445,42.38241195678711,24.963417053222656,20.376605987548828,74.025390625,50.68037796020508
2018-06-26,241.08822631835935,24.806005477905273,46.07402038574219,26.676971435546875,23.132612228393555,63.31600570678711,32.37490463256836,42.202728271484375,25.095090866088867,20.40031623840332,73.79664611816406,51.04337310791016
2018-06-27,239.09097290039065,24.72879409790039,45.67217254638672,27.034725189208984,22.846599578857425,62.80567932128906,31.933061599731445,42.11287307739258,25.02538299560547,20.49905014038086,73.17207336425781,50.38251876831055
2018-06-28,240.45799255371097,24.823162078857425,46.12797546386719,26.998947143554688,23.045944213867188,62.8936767578125,32.32373809814453,42.11287307739258,25.27324104309082,20.491151809692383,73.26885223388672,50.77809524536133
2018-06-29,240.8041534423828,24.90894889831543,46.07216262817383,27.16708755493164,23.045944213867188,63.025657653808594,32.309783935546875,42.088382720947266,25.33519744873047,20.522754669189453,73.41840362548828,50.86652755737305
2018-07-02,241.3190460205078,24.77597999572754,46.36050796508789,26.76641082763672,23.158618927001953,63.16644287109375,32.59814453125,41.84334564208984,25.18803596496582,20.66889381408691,73.64710235595703,50.93632507324219
2018-07-03,240.4668426513672,24.733083724975582,45.79309844970703,26.934553146362305,22.95060157775879,62.96406173706055,32.21211624145508,41.94135284423828,25.33519744873047,20.728137969970703,73.82305145263672,50.68037796020508
2018-07-05,242.42857360839844,24.947555541992188,46.490745544433594,26.905927658081055,23.002609252929688,63.27202606201172,32.667903900146484,42.52125930786133,25.66825294494629,20.838726043701172,74.58837890625,50.93168258666992
2018-07-06,244.47915649414065,25.07195281982422,47.225589752197266,27.070499420166016,23.11528205871582,63.49200820922851,33.04927444458008,42.651954650878906,25.776687622070312,21.000669479370117,75.66156768798828,51.331912994384766
2018-07-09,246.68051147460935,25.295005798339844,47.49534606933594,27.47475242614746,23.64398193359375,64.67103576660156,33.30043411254883,42.48860168457031,25.53657913208008,20.35290908813477,76.21577453613281,51.94620895385742
