Date,SPY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2018-06-20,0.00170626327656076,-0.003248385025271139,0.012409629831378055,0.004415299370779779,-0.002559128089248963,0.0006827366728701101,0.0021000645325752743,0.0009795492006461348,0.010793898923182166,0.000796859285253193,0.002121003380850528,0.00474147106818279
2018-06-21,-0.00626933258071527,-0.010635036082150107,-0.006128880900935996,-0.01851579207307963,-0.0029327403370824623,-0.012554564807389812,-0.007683450193873842,0.001956267443910198,0.0059674473761817115,0.003384676469980308,-0.0057621037170509926,-0.007122908432510511
2018-06-22,0.0018235460335680465,0.014563335074038397,0.00437649525019701,0.01995124133008952,-0.004779569027292374,0.003454786815908939,-0.003238562519810917,0.00820168582861891,0.008741731059877189,0.0069441842803981135,0.004494411297256473,-0.001703914246803384
2018-06-25,-0.013613096322606322,-0.015550200878891807,-0.02059800534925149,-0.020093355138381397,-0.010712695228759617,-0.012669815212555502,-0.020762354452385057,0.005035810347631786,-0.002476123637895733,0.01655148894318592,-0.00918378173535106,-0.02173908721517026
2018-06-26,0.0022142015271626736,0.0038187668044535883,0.0016581475885704133,0.012628812928943578,-0.0033609851746038144,0.003765562214234741,0.004038686112648016,-0.004239581397253667,0.005274671035038203,0.001163601576679607,-0.003090081726075833,0.007162439632753204
2018-06-27,-0.008284325819093663,-0.0031126083590384823,-0.008721788026985866,0.01341058352618707,-0.012364044609932567,-0.0080599901999715,-0.013647701448128102,-0.0021291323516756666,-0.002777749275958752,0.0048398221294077,-0.008463430071146805,-0.012946917481384213
2018-06-28,0.005717571168568636,0.003816117380549766,0.009979882542647589,-0.0013234107394802797,0.008725352511287365,0.0014011063565331217,0.012234232448803839,0.0,0.009904265901899523,-0.0003853022766610037,0.0013226203000580306,0.007851462902636497
2018-06-29,0.0014395898634749216,0.003455918274451797,-0.0012099563254640566,0.006227665489433543,0.0,0.002098476393808557,-0.0004317001503751916,-0.0005815408604468164,0.002451462617478084,0.001542268574776795,0.0020411319004174366,0.0017415444904818056
2018-07-02,0.00213822133366226,-0.005338198056076271,0.006258558757945787,-0.0147486080900191,0.004889134161271125,0.0022337762512287807,0.008924869206131447,-0.005821964708933147,-0.00580857852252592,0.0071208347638074265,0.0031150054914752534,0.001372169857484673
2018-07-03,-0.00353143849685289,-0.001731365248089256,-0.012239070283875053,0.006281840318761667,-0.008982286460986866,-0.003203934317564938,-0.011842032586390272,0.002342241057556871,0.0058425152310142,0.0028663438119467255,0.0023890837663820275,-0.005024844502799941
