Date,SPY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
6/20/2018,0.0017060344099120162,-0.003248234,0.01241004331579898,0.00441529905581306,-0.00255953,0.0006829735684019678,0.0021000642914317247,0.0009789083753835026,0.010793503822005501,0.0007970518702382634,0.0021206974243082044,0.00474117705119248
6/21/2018,-0.00626897,-0.010634732,-0.006129204,-0.018515933,-0.002932983,-0.012554859,-0.007684022,0.0019565417633164994,0.005967370034561714,0.0033843880523978243,-0.005761597,-0.007122982
6/22/2018,0.0018235178986492073,0.014563023343715065,0.00437674070279126,0.019951242773792677,-0.004779247,0.0034547874368946463,-0.003237756,0.008201684332602266,0.008741731731966462,0.006944377906306087,0.004494411758279693,-0.001703768
6/25/2018,-0.013613022,-0.015550202,-0.020598166,-0.020093357,-0.010712858,-0.012670116,-0.020762811,0.005035628516852908,-0.002476124,0.016551871134660612,-0.009183783,-0.021739089
6/26/2018,0.002213990720963066,0.00381892146766738,0.00165806479381847,0.01262910344681778,-0.003360575,0.0037662897413628382,0.004038449981000225,-0.004239581,0.00527467143805338,0.0011630396211326222,-0.003089876,0.007162590711295769
6/27/2018,-0.008284172,-0.003112608,-0.008721458,0.013410294657982158,-0.012364289,-0.00806029,-0.013646999,-0.002128952,-0.002777749,0.004840197471156049,-0.008463533,-0.012946991
6/28/2018,0.005717592406957905,0.0038161942168810636,0.00997937973494345,-0.00132327,0.00872551948131095,0.0014009242273400613,0.012234108605196914,0,0.009904114223634908,-0.000385395,0.0013222032341377865,0.007851690046734916
6/29/2018,0.00143965595583051,0.0034558409059195494,-0.001209874,0.006227523758894682,0,0.0020984162497976744,-0.000431936,-0.000581994,0.0024516141107315814,0.0015421754932043452,0.0020411327505800436,0.0017413938482970792
7/2/2018,0.0021380850040768618,-0.005338504,0.006258974304200082,-0.014748328,0.004889133351993591,0.0022341400839485104,0.008924751139812281,-0.005821694,-0.005808428,0.0071207424873602765,0.00311531853635838,0.0013721697545798772
7/3/2018,-0.003531532,-0.001731058,-0.012239233,0.006281482680744466,-0.008982038,-0.003203934,-0.011841917,0.002342241057556649,0.005842363339827017,0.0028666211843710876,0.002389084013876719,-0.005024994
7/5/2018,0.00815806791314988,0.008671376990975643,0.015234515118057734,-0.001062709,0.0022656537626954965,0.004890809523913298,0.014149453596208339,0.01382669463414743,0.013145885861555184,0.005334982284358469,0.010367053618728361,0.0049585429469418685
7/6/2018,0.008457875737696074,0.004986274918759692,0.015806497059595026,0.006116703744257768,0.00489817903693468,0.0034768289978679423,0.011674401257214528,0.003073467343770231,0.004224541530760906,0.007771090970448702,0.01438845830187585,0.00785825761174852
7/9/2018,0.009004582429739116,0.008896514646757447,0.005711998597727419,0.014933128834399012,0.022872310930943218,0.01856964346289347,0.007599204494169287,-0.003829906,-0.009314948,-0.030844304,0.007324408358680978,0.01196721072694884
7/10/2018,0.003598695125250684,0.008478972078365787,-0.000411144,0.007421615237435564,-0.003666027,0.003129335485149598,0.0023742463348732645,0.011918606452016034,0.0048528885304059965,0.009508857265274173,0.003809203671923056,0.002150339121595124
