Date,SPY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2018-06-20,0.0017060344099120162,-0.0032482337201736877,0.01241004331579898,0.00441529905581306,-0.002559529580831721,0.0006829735684019678,0.0021000642914317247,0.0009789083753835026,0.010793503822005501,0.0007970518702382634,0.0021206974243082044,0.00474117705119248
2018-06-21,-0.006268970113651906,-0.010634731810405307,-0.006129204225052365,-0.018515932801513202,-0.0029329825822395073,-0.012554859138180552,-0.007684022243433342,0.0019565417633164994,0.005967370034561714,0.0033843880523978243,-0.005761597312954336,-0.007122982456601257
2018-06-22,0.0018235178986492073,0.014563023343715065,0.00437674070279126,0.019951242773792677,-0.004779246946798987,0.0034547874368946463,-0.003237755702619749,0.008201684332602266,0.008741731731966462,0.006944377906306087,0.004494411758279693,-0.0017037676066277152
2018-06-25,-0.013613022417190979,-0.015550202060458207,-0.020598166124225603,-0.020093356563926745,-0.010712857819466737,-0.012670116028138279,-0.020762810630062245,0.005035628516852908,-0.002476123826617327,0.016551871134660612,-0.009183782673180985,-0.021739088815893592
2018-06-26,0.002213990720963066,0.00381892146766738,0.00165806479381847,0.01262910344681778,-0.0033605748485358022,0.0037662897413628382,0.004038449981000225,-0.004239581397253667,0.00527467143805338,0.0011630396211326222,-0.003089875915406659,0.007162590711295769
2018-06-27,-0.008284171568641363,-0.003112608119708149,-0.008721458291280348,0.013410294657982158,-0.012364288909919807,-0.00806028950021731,-0.013646999299153806,-0.0021289515720237517,-0.0027777494870812047,0.004840197471156049,-0.008463532580180733,-0.012946991248225515
2018-06-28,0.005717592406957905,0.0038161942168810636,0.00997937973494345,-0.0013232697292313578,0.00872551948131095,0.0014009242273400613,0.012234108605196914,0.0,0.009904114223634908,-0.0003853952865096044,0.0013222032341377865,0.007851690046734916
2018-06-29,0.00143965595583051,0.0034558409059195494,-0.001209874027552349,0.006227523758894682,0.0,0.0020984162497976744,-0.0004319360791250615,-0.0005819936684523519,0.0024516141107315814,0.0015421754932043452,0.0020411327505800436,0.0017413938482970792
2018-07-02,0.0021380850040768618,-0.005338503938599581,0.006258974304200082,-0.014748328293213042,0.004889133351993591,0.0022341400839485104,0.008924751139812281,-0.005821694385697573,-0.005808428390734921,0.0071207424873602765,0.00311531853635838,0.0013721697545798772
2018-07-03,-0.0035315316451505208,-0.001731057712752837,-0.012239232836377734,0.006281482680744466,-0.008982037900842954,-0.0032039341240754915,-0.011841916950240061,0.002342241057556649,0.005842363339827017,0.0028666211843710876,0.002389084013876719,-0.005024993909450104
2018-07-05,0.00815806791314988,0.008671376990975643,0.015234515118057734,-0.0010627087381397393,0.0022656537626954965,0.004890809523913298,0.014149453596208339,0.01382669463414743,0.013145885861555184,0.005334982284358469,0.010367053618728361,0.0049585429469418685
2018-07-06,0.008457875737696074,0.004986274918759692,0.015806497059595026,0.006116703744257768,0.00489817903693468,0.0034768289978679423,0.011674401257214528,0.003073467343770231,0.004224541530760906,0.007771090970448702,0.01438845830187585,0.00785825761174852
2018-07-09,0.009004582429739116,0.008896514646757447,0.005711998597727419,0.014933128834399012,0.022872310930943218,0.01856964346289347,0.007599204494169287,-0.0038299060911891614,-0.00931494811426059,-0.030844303874265733,0.007324408358680978,0.01196721072694884
2018-07-10,0.003598695125250684,0.008478972078365787,-0.00041114421700638726,0.007421615237435564,-0.0036660265539875114,0.003129335485149598,0.0023742463348732645,0.011918606452016034,0.0048528885304059965,0.009508857265274173,0.003809203671923056,0.002150339121595124
2018-07-11,-0.007314615246787781,-0.016815217587982434,-0.0013520549596239828,-0.021196578982023095,-0.004782763235771537,-0.01641104182646158,-0.003901153260718937,-0.0032295609163506267,-0.0030182493856243386,0.009035434085063798,-0.007933740235275821,-0.0023243767398476445
